title,url,material,colors,dimensions,artist
Slapende stalknecht met heks en paard,https://lh4.ggpht.com/P3DPMW9Kal-oeaF7XPLc3B2A69l0siCYQ1nR8w_k1S0uKa6uagr73H4R0hblULWhFiN5eQIHhOeqo0tMbJMixzKpcgM=s0,papier,[],339 x 200,Hans Baldung Grien
Scheepswerf,https://lh3.googleusercontent.com/Kh70InVuDrqPpKMJ6ZMydpZWOZrwtdt4WnmV0XnIqxAVlmz3n_C3ROwV-0cjEDO7t9aRunxyJfz-G8fzBxaAgHQTnDdFtumwAmdP2bc=s0,papier,[],195 x 297,Cornelis Vreedenburgh
Interieur Republiekzaal,https://lh4.ggpht.com/OZFOQS5jtId1_VpFdoH1L7evEjflHdFY8pok4rl33CvFkNJ7PDogr7xxe1E4tbmptwzursAzW4lJdMRZN8GqR6gdKRCi=s0,papier,[],195 x 297,anoniem
Monument opgericht na het vertrek van de Britse en Russische troepen in 1799,https://lh3.googleusercontent.com/RupzoaSRDxdkyq8uSXcTjJmEe8NXboWmPgjfArz_oDUHPo2A6ZMhC4GSS9-y4988FtmojK-rqXtUQjdQP5b1djr2T_k=s0,papier,[],173 x 224,Arnoldus Johannes Eymer
"Vrouwen op het Rokin te Amsterdam, ter hoogte van het Spui",https://lh3.googleusercontent.com/KDwHX8nqrW89s-xS1DCepboRZeNtoaTx4uZcSRa2DeDLIHesnYPNrWLOJpwurCqvMtpXPrbTm9o54o3QTcBj0ZtDeg=s0,papier,[],129 x 201,George Hendrik Breitner
"Kinders wilt u vreugd vermeeren, / En in deze prent studeren / Snyt ze uit fraie na de zwier, / En plakt die dan op styf papier",https://lh4.ggpht.com/DHpfZe0wYuP9pBIvh7GLtUWBG65jdANtfBvsguAjdjUmbfw_L4D0CI6YBvDzuSVq4pK8V9x99-j8WBLyI5qHQ-ZD0Dp_=s0,papier,[],397 x 326,Glenisson & Van Genechten
Kaart van de Maasmonding met postroutes (deel rechtsonder),https://lh3.ggpht.com/gM3gvJweq50T3_FF47JjFGmm-tDBnGmQ8RzjHTH0-q6SqKVyAQwhrhuUXAN3Br2HgkuMcgyw8dunGW4BlE0VcebGdsw=s0,papier,"[{'percentage': 92, 'hex': '#FBF6E1'}, {'percentage': 4, 'hex': ' #E0CC91'}, {'percentage': 2, 'hex': ' #737C84'}, {'percentage': 0, 'hex': ' #2F4F4F'}]",555 x 381,Joost van Geel
"Visitekaartje van Oblin, graveur te Parijs",https://lh3.googleusercontent.com/piX2TvuIneuhwsdreXFcKzau6ZQUAMoOFHLt0XShFRpQlgtp5JzWq1n9AJBHNhozwL2Sy54BQUHKv6HwQuK1dBlXAA=s0,papier,[],63 x 88,anoniem
Rechthoekige cartouche omgeven door moresken,https://lh4.ggpht.com/nwaU6aZsX8Nsk4qx_IRpRiSL5XCnF0IY6KH54Efh8vkeSX0dX0LJa9Tz_xAh5KHE7UQXH_N-nxkWdkUhzkKzHAakPfI=s0,papier,"[{'percentage': 48, 'hex': '#FBF6E1'}, {'percentage': 23, 'hex': ' #737C84'}, {'percentage': 15, 'hex': ' #E0CC91'}, {'percentage': 12, 'hex': ' #2F4F4F'}]",158 x 212,Johannes of Lucas van Doetechum
Exterieur van hulpstation Westerdok aan de Droogbak,https://lh3.googleusercontent.com/eMCdEkrTmEWI3RqjHssil9xZyaRHskXcBPubAWeKPj5FMNHjutjM4ss2-FIKiIqxmkoCglwW2teGFMGIZK_H0ignN5c=s0,karton,[],107 x 165,anoniem
Horloge,https://lh3.googleusercontent.com/YdRhFXamnu9SECy4N_by2UEZTfMM316sYzGZKERL_9kGxxxZJfExOyUGKo8efZuPgCrM8xcZMVNlznXnoyDT2aSVw_Sw9pPYwDbb3qL5WQ=s0,goud,[],"5,5 x 8,6",Jean Baptiste Baillon
"Gezicht op een straat, mogelijk in Parijs",https://lh3.googleusercontent.com/YLb4BiaJgttwVI8cMhGkNYcXSzBsA8Wvym0IFUSc49wEwVv2XjiGANpbjkP0mVX6Y2EwNOsySxAM7dzoShR8iYyaHD0=s0,papier,[],"5,5 x 8,6",Isaac Israels
Inscriptie op het complex van de stoepa Ruwanwelisaya te Anuradhapura,https://lh3.googleusercontent.com/fNZcf3J-LHjNXYkLvSIbEXaXjg8AKLZYfRr_kE1e_nMf0yBcQ_tqN2Eid_1cM69LbFcK5OH7jY56RijYji4mz74GsJQ=s0,papier,[],115 x 91,Henry William Cave
Fotoreproductie van het schilderij La grande sœur,https://lh3.googleusercontent.com/J3y7qavNa0l5SDSAZJcmWkQcggyO7MKZEidleuPilsTw4MbLcCQIBAi168klELrNfzWIUPnqzre5DwYS0pVYEclZKlI=s0,papier,[],121 x 90,Goupil & Cie.
"Gezicht op de rivier Doon, met op de achtergrond het Burns Monument",https://lh3.googleusercontent.com/QJusr4YfoVZyJf0JiXgFzJf3-SSldIiWXJmpbhbj209LzcIWNy5cDuJbWFcqOo2ZpksVabAHP7XdHWgz5-DI3pgGgkUNhygkbO0_IFA=s0,papier,[],94 x 78,Stephen Thompson
Straat met figuren en een paard met kar,https://lh3.googleusercontent.com/XMbNSt32X7fJF5Y4XEkwAnIWPt-00OZotkxwCsVhs1MXlAyNa_1yHtkwb_d5DU_gFH1tovzyPywKTWBsqyC6AkgTSA=s0,papier,[],94 x 78,Marius Bauer
Bewening van Christus,https://lh3.googleusercontent.com/8YvwStopd1RVn7pk8aOq4lSgfSjqfBzAXA9wNxqmkeXyUk72-u5hb7XvQURvLz8IRjr3O4WMW_4--YAp6_j4qkd7jEVoDwuRfvTUdHSb=s0,papier,[],437 x 325,Claude Mellan
Gezicht op de voorzijde van de nieuwe grot in de tuin van Kasteel Rosendael,https://lh3.googleusercontent.com/pLHiM8eYz5JahVOd0Eb5gkYWQnSgA2LrM6BneSSe9B01CbIs4LvvYPP6yLwwo5JaLEr-RodvF5taGWsp5HWPqVUz6qA1iHEyZShFAE7csQ=s0,papier,[],173 x 206,Jan Smit (I)
"De synode van Dordrecht, 1618",https://lh6.ggpht.com/ieJS7oAi-xdJv3GCfec_I4U7qn8PZw7qyaj0TpSUcd-Ka-KREv8WZREtkEMDsICFjis-Pc30SXfdSG2sqCOUymtE3DI=s0,papier,"[{'percentage': 53, 'hex': '#737C84'}, {'percentage': 45, 'hex': ' #FBF6E1'}, {'percentage': 0, 'hex': ' #2F4F4F'}]",470 x 361,anoniem
Herder met een kudde schapen in een heuvellandschap,https://lh3.googleusercontent.com/nWP9hJNIO-e3SLYZOhOiNi-4BE2t20cxbCpjXS72WlJJn5B2SLrimCLi9lw0qKX07h6ArbVMibri-LShNrVH41DWbLc=s0,papier,[],402 x 276,Richard Nicolaüs Roland Holst
"Studies van een schaap, liggend en staand",https://lh5.ggpht.com/g0yiHjBMg_1EqpHY-IrArc4OK0StXYhsgsSVkNgQEUDGvIuFHGVBIRj4dz23kuVICOcRmjXsNG8XqPWGf-LJmTwXzg=s0,papier,"[{'percentage': 53, 'hex': '#FBF6E1'}, {'percentage': 45, 'hex': ' #E0CC91'}, {'percentage': 0, 'hex': ' #737C84'}, {'percentage': 0, 'hex': ' #B35A1F'}]",402 x 276,M. Stokvis
Portret van Jacob Storm,https://lh3.ggpht.com/mKFN4LIAndbPpEQoyJnSyblz_tIFRGsIVrljW4jMGe6nkkob5hPusMrhQ9QpDFejWWZ4t13OwBHCMi-Sq4S-qhXqX9E=s0,papier,[],269 x 178,Pieter Schenk (I)
"Portret van een onbekende man, aangeduid als de heer Anderson",https://lh3.googleusercontent.com/R-wA6IHRUgtcFkwn7WpRaJ25C7r00xEctl7mEl7mi2GFRCptZC8ZAF0cf8czbZvXEjx9hQtCW29wFjzL0p2X3q-ZPoneEQeZSeXtl08j=s0,papier,[],100 x 62,Johannes Jaeger
Gezicht op Nieuw Schenkenschanz,https://lh3.googleusercontent.com/CY-5DnRMHZ0Lle-z6qrVkYBX0DCa0T-ka8NO48spOyRPt5sUFDu8aULoyIu4mxkMQSzq9KV901z3ttDiSqUjacLBshhSccyBwr865tDe9w=s0,papier,[],127 x 261,anoniem
Schrijvende man aan een tafel,,papier,[],226 x 156,John Henry Robinson
Gezicht op de kerk Sant'Antonio Abate en het Palazzo Arcivescovile te Udine,https://lh3.googleusercontent.com/k5Kz5Do7qm__xKB7-YXkSlOCnVvUkP9_35pLegfSOv7b798xjJN81IeeISOlElaf5AHAGwuNg90Yy-bcux9gVgCMTYpk=s0,papier,[],319 x 430,familie Remondini
"Allegorische triomfantelijke intocht van Frederik Hendrik, 1629",https://lh3.ggpht.com/xf-1O3yNSEeLgUCKlLmuqHjWYZnbhL3zzDCuY7OrbjCGQBq0GYMeKFCTlSjx8KcrzeHBYMysNoGIrEpqpaJkkjcutXI=s0,papier,"[{'percentage': 48, 'hex': '#FBF6E1'}, {'percentage': 43, 'hex': ' #737C84'}, {'percentage': 7, 'hex': ' #2F4F4F'}]",460 x 558,Daniël van den Bremden
Gevel van een boerderij,https://lh4.ggpht.com/PgCwQr1BKWQHiRq4HkDREjdpvwi9z0GPPJ1Yrq_BPfiCfxQtM6CrL8xnTStL9g27T63ksFsoLpccFg9IilPA-etKrg=s0,papier,"[{'percentage': 61, 'hex': '#E0CC91'}, {'percentage': 24, 'hex': ' #737C84'}, {'percentage': 12, 'hex': ' #FBF6E1'}, {'percentage': 1, 'hex': ' #2F4F4F'}]",136 x 185,Isaac van Ostade
Portret van Philippe Verheyen,,papier,[],155 x 97,August Christian Fleischmann
Portret van George Bernhard Shaw,https://lh4.ggpht.com/J3k6abNo0cYHDFjZZ7RJnjFpT7y3b4nWvMbosN563iEr46nLUIhCR8qTUT-ehsY71lhlqReFePMj37v7cZIuWsigMo8=s0,papier,[],263 x 200,Edmund Joseph Sullivan
"Lijkvaart van Jan van Speijk bij de  Nieuwe Stadsherberg, 1832",https://lh3.googleusercontent.com/nwLjk_mw3TWK8KRBix6UJgWgqK35AffEsrqu69T7XaTdXt08dNpgpdJj9ZNz5OJ5k70RVktuC3QJBryrPGCEjqGilAA=s0,papier,[],235 x 355,anoniem
"Portret van een onbekend kind, genaamd Paul",https://lh3.googleusercontent.com/DMllI5XNiOb-28gjW1tWrxq2qNmqweBhGB5cgKODnnW6-Lq8J4Xq7Pms7yApNCPCaKTV_TRdEv0nAjMBF7ghLDAoHVNpKH5vXOBI1nU=s0,papier,[],488 x 376,Alexis François Girard
Gezicht op Parma in vogelvluchtperspectief,https://lh3.googleusercontent.com/cujsghlDCRnY6wODtJitMmdQR8qWWhYYtmxajolDQ7L4NtRtggA54g0brPvmPRguBwFkPOG6ZsL0htHJ6iepiDD_UKtNcsAIKVUSjoV3EA=s0,papier,[],413 x 520,anoniem
"Georges en Hans Bergsma bij een water op Sumatra, naakt",https://lh3.googleusercontent.com/IGk8xEVq5rMW-uzgIUmv0MENb7O7jLXW72dtNliDzlW-GIjuhZUekyP5avLTIQltFivY7Knpjl8vgBVDhmD9UEsekfk=s0,fotodrager,[],75 x 53,anoniem
Portret van een onbekende man,https://lh3.ggpht.com/1YqvckxJAUVy-0Cx24hYV6lpAbkMQdpIVpuv_evH5TRgc-Q0Yq6pGOPCsJ2XpbUpdMEFhAI5M-ARDBM5VDLIVwW54OY=s0,koper,[],63 x 45,Robert H. Vance
Balmoral Castle,https://lh3.googleusercontent.com/QaU-FKybh7793tBUgM2LujFvC14MtoHK9DJo1udxiXMjMpD-eeadTB9FnzckxD1kJEVSdmp1DpCqRBcJ0Mn8o-PlDzI6leNM_VYtpbks=s0,fotodrager,[],298 x 236,anoniem
"Gazette du Bon Ton, 1914 - No. 4: Ëloge de la Cape",https://lh3.googleusercontent.com/UH9ODAMLID0WkSIn1lr-DrLK2SqnQ3iFAHts3bOtMl5wRltQAmQ81IWeOBmrvZhQk2OkHHFMIKZp0ZyghvVbii6Be2m-=s0,papier,[],246 x 191,Paul Méras
Slag van Marengo,https://lh3.googleusercontent.com/_fhLhjhf9jrPxy7h_O4DprstVNteoA1Cm2ZvdFuXJzapAS06oawsjSHqgCPUeIY6Os5UG2mZ28tgFpXg-DA7t8TTs_gYeg_dg_JmZJxN=s0,papier,[],209 x 287,Pierre Philippe Choffard
Rivierlandschap met wandelende figuren nabij Albury,https://lh3.googleusercontent.com/FU_VdsFGYs37svBF-y9DC0thTYGbTi3axQ19_2RWNfiP5HMSE2VHZ40HcgOn5-h7yNN5PkOLbxkADUTthVnIdQfoEA4QdMGsD_dhxVM=s0,papier,[],90 x 158,Wenceslaus Hollar
Vleeskroon van smeedijzer versierd met acanthusbladeren,,ijzer,[],"26,7 x 27,2",anoniem
Fotoreproductie van een portret van een onbekende vrouw,https://lh3.googleusercontent.com/ZnPEJ1QmF8tZu76BCnZdRmhqjv-aNG0IgP3Xp_Aw3qsV_ZAY0WkGrW3XyQJi85N0QmUxSZwNkxdvp6NG0tJrNGqKYuTIzu7agDp_c5w=s0,fotodrager,[],117 x 73,John Payne Jennings
Kruithoorn,https://lh3.googleusercontent.com/n8ElSvngsgKeoHPjO2Q-N00D3HH9A0jvoao8sgk06CIe_8der_QGB0UIDFvYrRuTyq7I39uisUExH1HAvcH76snUz7jhf_Ap_rB8ScOg=s0,zilver,[],"16,7 x 3,5",anoniem
Comeniusschool in Zeist,https://lh3.googleusercontent.com/QlP1K_7hLDWnQTUWW_ITVr-OWxhxGA0-jMhbyN4YtDh6F9WYUigoqWqvTlg_K1ssNhJf4i7P6csYSKhYP8VZ7sehyZQqUFWDa6_IgDI=s0,barietpapier,[],54 x 79,anoniem
Portret van dichter Hermannus Gerardus Oosterdijk met gedicht,https://lh3.googleusercontent.com/aZoNDRDaFA_Nh1Iz9f0jOo7nRv7I70mYZfua8S0UBOSAJ-cuUCjeBlOORQtwVUSbi3CZhMwaZTSjndnsISMdztuWIH4=s0,papier,[],241 x 237,Reinier Vinkeles (I)
Plattegrond van de stad Rome,https://lh3.googleusercontent.com/6OdOF7exhtkNpMUkDncvAbRNP6il4bfyisR63kqsbZIVeL39ScZnmV9GYP4nE8qrITQcoKzxMTMeWcSSVPhOfe6UTTY=s0,papier,[],396 x 516,Giovanni Battista Falda
"Gezicht op de tombes van de Mammelukken, nabij Caïro",https://lh6.ggpht.com/NnmZZbiG-QcaycQtoRxwdf-M0nq63bsClbsCNma3F53w7CqNdLhyWwUGjEBlO98KAh5Z3Te1SmQch1KS2e2SdGXb8MQ_=s0,papier,[],208 x 268,Jean Pascal Sébah
"Fotoreproductie van een prent naar een schilderij, voorstellende twee putti",https://lh3.googleusercontent.com/LLBRM1uX0Q2iVYJoZTXRUTBPM77M7nXWcxK08fM9pMdWdA5ywc38RqUgKU1FHRhhyAl3OqiizTZEj5JIhmyLtcBTGmJu5bjp7PPaf4rb=s0,papier,[],90 x 155,G. Scamoni
Hoofd van een kind,https://lh3.googleusercontent.com/zBhxHJzUqTfIgI7WU6vvLwxlTgqL8cyLqSxZC4_LkRorQ26Nlk39whYsU4Ekpom2yp2vPU3JEM3cD8DM9mNdFXlQCEit=s0,papier,[],90 x 155,Johanna van de Kamer
"Portret van Lodewijk, hertog van Bourgondië",https://lh5.ggpht.com/PEs2l7KEVBii4CrP1ltgFTLJaLOrGs5ZcfXA_DSYGWkWnoj7-sMWa4CPK4uszl_LQ6-9l8PRhS5ies-trWvQECg58mc=s0,papier,[],315 x 207,Bernard Picart
Man met emmers mag geen water putten uit de fontein,https://lh3.googleusercontent.com/OYsncEJvqn39vMPSJY3nDdkI85z-K1RHFXQksbYJQkTf9TptCgkq9LFReChr1gr-WM_MorWJ3DHd1Xf6uO5HpMEKtclBzFXOBzlREw7s=s0,papier,[],363 x 242,Frédéric Bouchot
Zicht op het kasteel van Châteaudun,https://lh3.googleusercontent.com/MP9L_L95y7-mKp8ueietw-4L8PA2cqHqLsTPamgItM12D2pi5QOy1qF8sY50SIJpGl2E5BBT7ZEdB-LYIKXjql42l1gI9QOD6loPgjJyLw=s0,papier,[],448 x 305,Louis-Julien Jacottet
Jonge vrouw en oude man in een paleisruimte,https://lh6.ggpht.com/suu6Pu0PjpuOlDPyLHU8vxyqiBA_4HwRsUz9C5EAyxu-jmP1h5UrVP5iS_ak8ycogYliWeLWd4leiT2cBq62mNpkMz0=s0,papier,"[{'percentage': 51, 'hex': '#E0CC91'}, {'percentage': 29, 'hex': ' #737C84'}, {'percentage': 14, 'hex': ' #FBF6E1'}, {'percentage': 3, 'hex': ' #981313'}, {'percentage': 0, 'hex': ' #000000'}]",183 x 107,anoniem
Landschap met gezicht op Mülheim,https://lh4.ggpht.com/iU0yOjiECGBVMq6fJYixDx15nz8bXcnsgVLHGYGAQwg1dL-hlceeCTc8WX2ESRohX88qOOn5LP-d9m_KJFLshutPVLI=s0,papier,[],95 x 173,Wenceslaus Hollar
Bybelsche printverbeeldingen van 't Nieuwe Testament,https://lh3.googleusercontent.com/4-Db95gWMthVjhpDsAM0GME8HFnhXovo0AE1DNb9mDM8c8aTzXCMoBZtf29kfYuHGnLfStjtLn3h3EfoQiZSEpiPxA=s0,papier,[],311 x 375,Erve H. Rynders
Portret van Abraham Bowier,https://lh3.ggpht.com/PhBqADPwpxXhLNz8bbnjsFPhOd-UAMOsFkqQLJIEkcVyoJx8j4AFUYdCXEeoQyCfXaCxBn1uMlhGAw0S0GziLMgH66Mc=s0,papier,"[{'percentage': 51, 'hex': '#FBF6E1'}, {'percentage': 29, 'hex': ' #737C84'}, {'percentage': 9, 'hex': ' #B5BFCC'}, {'percentage': 9, 'hex': ' #2F4F4F'}]",174 x 225,Frederic Gijzen
"Vrouwenhoofd, in profiel",https://lh3.googleusercontent.com/svuNLQ5wjfRloUdzO3UrS3DOPn_Uwjf-w01GCs1H5NMfNeUIaVOzFeBbYukpeiFMH7s8qPELWEpvNRS9IndOLpuPN0M=s0,papier,[],174 x 225,Isaac Israels
Portret van Martin Luther,https://lh3.googleusercontent.com/3jif028T_sBIyNNNR9EUWDGmzX5-wnrglm-w0IXKgQgJgqOFrs64VR1_yYN5J0yhyrclOmpIY-8LziaBG_6Ki-mxOPgvrgfpQh47wr0=s0,papier,[],151 x 91,C. Zinck
"Vos (Reinaert), beer (Bruun), kat (Tybeert) en raaf (Tiecelijn) bij galg",https://lh3.googleusercontent.com/jgD_3MftsnHXoVSmybet67SDXIoygD9t3TJlQynY1l1WdCHvSwmH3wqyiKVJehJw7hm78Ih_ZcswBWeppmCwuXUMHqhll9FHiy6OvAPaOQ=s0,papier,[],352 x 282,Bernard Willem Wierink
Ontwerp voor kommetje,https://lh5.ggpht.com/d6_a1UOLJUVbZD_L3n1kNBzAB2puQ9pu9i9kQFvV5kRHQNQgnQxlCCLt4MSeu-isSGgUSSAONz94goTeuUo96klf35U=s0,calqueerpapier,[],80 x 114,Theo Colenbrander
Schetsboek met 38 bladen,https://lh3.googleusercontent.com/hhxQ2W6AEHKoih87RKOhTedsaiFO1y3uMU7JVcztqXLd_lHqM2sXQNxn5CXcJlEIaw4Jt4pVfHNVQy78Ne5UXjfFRs8=s0,papier,[],471 x 307,Willem Witsen
Verschillende figuren,https://lh6.ggpht.com/HMwlMFjfRqJHJl49p4loIGq__ePCA9UHPKRhpeZIgl0Hs1Y3cr0_oi0A17unR4wHyGk48YzwAn2IoDMRJ7r5gNEiw_I=s0,papier,[],381 x 320,M. Hemeleers-van Houter
Gezicht op een entree van een zaal van Musée archeologique du trocadéro,https://lh3.googleusercontent.com/TSODVtQmLR3dwMqHmyfU4i3iOsZOSAgBzO0m12AxEUB7AFa2x0xLS6OeI3oISwvzu8qL3B197stS7yFOZkdcuLPbRpI=s0,papier,[],123 x 173,Bonnamy
Stoel van ebbenhout,,hout,[],94 x 54,anoniem
Tombe voor de vrouw van Saadat Ali Khan in Lucknow,https://lh3.googleusercontent.com/a3lpENCT0zFbBil4BEkbm2tuGVUuox-qtXH7Jg1NZEsMLNL3yesKqogK_YX43Kl2jl-PnW8Ww4880R4HNsaTXNdJylMZXYokqeZDg7M=s0,fotodrager,[],153 x 105,Darogha Ubbas Alli
Drie koeien bij meer in weiland,https://lh6.ggpht.com/tSlhCKuKB7JqgUOgZw4jNPZd2e6sOVOA8XluL555JCc5r8rMfdkN6oJJ5Tw-NGmd-kcu5aGMWOiYVEamZnihbtXmzgE=s0,papier,"[{'percentage': 83, 'hex': '#E0CC91'}, {'percentage': 14, 'hex': ' #737C84'}, {'percentage': 1, 'hex': ' #FBF6E1'}]",106 x 151,Johannes Janson
"Oude stadspoort in München, mogelijk de Isartor",https://lh3.googleusercontent.com/cU5BgcVNBIj0yFKfHve_Dyx-DyPm9m71sl-ObcEffZ3D9cwn9vxUN8V5poo5RLBHF4_Gk1DRT0WuryTdebf--oO2mFCksE18prIzAqrPFA=s0,papier,[],62 x 103,anoniem
Sokkel van de Caritas,https://lh5.ggpht.com/bmnhe-0NXLH_63rcZQAcWoyF1bX78MK6f7NVz9dQXlq3LsBOxkf-DQo7eM3YcnvLQdm0nxO0C0iDNxYB9F1PkCpmn84=s0,marmer,"[{'percentage': 79, 'hex': '#737C84'}, {'percentage': 19, 'hex': ' #FBF6E1'}, {'percentage': 0, 'hex': ' #F6ECF3'}, {'percentage': 0, 'hex': ' #2F4F4F'}]",99 x 80,anoniem
Portret van Philippe Cayeux,https://lh3.googleusercontent.com/KpRn6mKbqdkBVIiRwsnf2j692Bj8OVhmiIqA0PkSyGHSL9JwNjGACqGZEHfzvWw4NcWP8fAXyXYyH4wao6_J07sJ7x3A0MPJJFNfL-Iw=s0,papier,[],189 x 138,Louis Simon Lempereur
Gezicht in Rome met drie zuilen van de Tempel van Jupiter Stator en het Colosseum,https://lh3.googleusercontent.com/jM5aXSF2CK-RRNgUo4JQlQcn1PMA7vHr79g9LApUDH7WD-baKSN2N5ooO1-C6UmVNqxI411hCj0mIfO9hhC5k6b090XRsOEFrKjNoSgQlQ=s0,papier,[],201 x 257,Richard Earlom
Gezicht op het stadhuis van Comines,https://lh3.googleusercontent.com/NfLge8g-5cdej7A-5NndoCqjbLHy0F6_KsAGge3vXV6ABE_cG9L4QwGVuzPAEeFTWzC7b8S0ZYoynfIrfr-MZHMrbyuf08M6E2EvEorIiQ=s0,papier,[],175 x 128,Lemercier (fotograaf)
Twee ontwerpen voor bedden,https://lh3.googleusercontent.com/-_KZfiKT3mZoYGtYgZmgLEnEbu_XCS0jJmf8wTXtkRH8G2oFlNAwNMSIIiYE5ZTwUutIz94g78kfQlXiN3mHWethdq8=s0,papier,[],165 x 110,anoniem
Heilige Lucas met stier,https://lh3.ggpht.com/mFiVcPeA76alarQlhGWRiuLxuvFVCtcGpW7jJEIJmDQyj38Ve5itDjKBNZ6W4uwalRXzTT3C3To4MV2HreSY8uTcEQs=s0,papier,"[{'percentage': 52, 'hex': '#FBF6E1'}, {'percentage': 21, 'hex': ' #737C84'}, {'percentage': 14, 'hex': ' #2F4F4F'}, {'percentage': 11, 'hex': ' #B5BFCC'}]",123 x 86,anoniem
H. Benedictus met bisschopsstaf en boek,https://lh5.ggpht.com/sMLenjDnbcbPixobIjOHu3ZQuOa8bKfP84YW-EFtrPPwWXusE1orHCjdRF7D_3NnpFYVGdaeY-YIn21xyUFhSZYl-g=s0,papier,"[{'percentage': 34, 'hex': '#737C84'}, {'percentage': 30, 'hex': ' #FBF6E1'}, {'percentage': 20, 'hex': ' #E0CC91'}, {'percentage': 14, 'hex': ' #2F4F4F'}]",318 x 207,Cornelis Galle (II)
Model van een anker,https://lh3.googleusercontent.com/JxorFEc8NaX4i-1bI1B2iwjq9XxOLkap451GmWFbPrELrKxSZtv_D_XAuRS11N6kSY8z7j1wVJR0QUHpHuInmQs1fhE=s0,ijzer,[],"21,5 x 19,2",anoniem
"Reclamefoto met serviezen en keukengerei van de firma C. Read & Co., Baltimore, Maryland",https://lh3.googleusercontent.com/H6XSis3uVWzCqNZ_4_L_8sAt7LU9FS--7HU0mNAsQliYGJ2EkUtHRyUhYUIb5YjyD8-ggCVXep4NMvrDPdiY7d8HR3JU4kV1eMub7pE=s0,papier,[],300 x 240,Stadler Photographing Company
Orgel aan de noordzijde van de Grote of Sint-Laurenskerk te Alkmaar,https://lh3.googleusercontent.com/ApUptD-qfdlqpgqTAoU49TtFYVJML0rx2uskd7m2AkkxQE3hcZbSjX-MpIK_QFkdq7AZb_qUKbgvFzmE0mj6_BuQ65-HgiBFkyM_q4w=s0,fotodrager,[],230 x 173,anoniem (Monumentenzorg)
"Brug over de Herengracht te Amsterdam, ter hoogte van de Leidsegracht",https://lh3.googleusercontent.com/60XQU1mT56cdd7qR41OYxjou9xgbQaHGsoXs9E3e21thc9MDU5RMtVQXnQJBk-HuMtvOTJwjmbFbu0tuy7RUFeYjfoQ=s0,papier,[],230 x 173,Willem Witsen
Draperie van een bedgarnituur van gele gewaterde wol met groen passement en afhangende klosjes,https://lh3.googleusercontent.com/vErNrtEdmg3EBH_7wjcFd2MgbNy9v0857d3QUn08pj38WH4pAGCDyNGdEYBeNVZ0wY49OXPt--ZCVDwZasscKc5_eljKszjZz4d_09k=s0,wol,[],146 x 264,anoniem
"Titelprent voor het prentwerk: Les costes de France et d'Espagne, ca. 1702",https://lh3.ggpht.com/2Nxrjgn5-CczSMu1gkqKI7Wbl0QtbS627qxk5DDymqdxv_nh19qJe9eRDWQ2TFjLOky0nCFrIMWLC4gpE4nYciFGuQ=s0,papier,"[{'percentage': 72, 'hex': '#FBF6E1'}, {'percentage': 24, 'hex': ' #E0CC91'}, {'percentage': 2, 'hex': ' #737C84'}, {'percentage': 0, 'hex': ' #B35A1F'}]",226 x 342,Jan van Vianen
Twee portretten van een onbekend echtpaar,https://lh3.googleusercontent.com/_2RBsqWrVqcng9Zo1CcY-cztGP1ofCOckYELhi9krIk_CluFQbvSmUv3o7FtF05OsoP2LlsW2h8y4KMmPbGB7X8rKHBIz5rleXby_i8=s0,kunststof,[],165 x 250,anoniem
Gezicht op slot Karlberg en het herenhuis Krusenberg,https://lh3.googleusercontent.com/CdbA5Rb1wsrFlLnygcKTxC9YxKtBua1nPaX2ziS7ddzq5aBBNdDPe29mmpHT0iRhtNrYfe64djrtLQFdvazaRQZmqptk9qnQCva3QjU2=s0,papier,[],274 x 344,Nicolas Perelle
Interieur van de hoofdwacht van de schutterij op de Westermarkt bij nacht,https://lh6.ggpht.com/2Ooug-BAra_Ald4WXMNxCBZ2tqrU55bartBBSfNkmkD6Crstjv3SorzT6qPfI-fDa9WXWFNkQKpT5MlpO61P-e2hCOo=s0,papier,[],243 x 350,Hendrik van Hilten
H. Anatolia,https://lh3.googleusercontent.com/pxtPsMm-zmyLKldhCtLo_EFknJhyMbqiGnx51v6g2v0wBNcGElxXYFa7fM7CN-9jVIkg7Hw_j8OxfKUVun9XJXoELKGKV7qmBZFzf6xE=s0,papier,[],73 x 114,Antonio Tempesta
"Portret van een vrouw met lam, mogelijk Elizabeth Hamilton of Eleanor ('Nell') Gwyn",https://lh3.googleusercontent.com/xDHG_poiae0c9ih_MuE7kDS9BNzpfhCugGVtFfDSCy9xJBxRGt62xhhG3d8Nh1_plj2YpAfzdAYzuBIv_gLN9erqLR3J3hT-AG7ieA2w=s0,papier,[],354 x 249,James McArdell
"Het blussen van de zware brand aan de Elandsgracht, 1679",https://lh5.ggpht.com/Vd0NPkMQ-6LDkltYJ5GVQ8XAm9cdihVZtUR2FRZn520EaVz5IHoA09qbgHIHJYiWwRX56h-MpSoDSH1CofJQ2bqq6g=s0,papier,[],320 x 425,Jan van der Heyden
"La Mode Illustrée, 1867, No. 17: Toilettes de Foulard (...)",https://lh3.googleusercontent.com/uAycWlbw9Vg3eGCcgrDfVyMRy28FTKO3Fawh4dfNzePrsnv6BD_QBPhpZnGz_J7WeLRM65mKna2j2TjzYXTmKOxtrtqY=s0,papier,[],367 x 261,anoniem
